seq,sido_cd,sido_nm,gugun_cd,gugun_nm,code_order,view_yn,store_num,sido,gugun,address,new_img_nm,p_pro_seq,p_view_yn,p_sido_cd,p_gugun_cd,p_store_nm,p_theme_cd,p_wireless_yn,p_smoking_yn,p_book_yn,p_music_yn,p_terrace_yn,p_table_yn,p_takeout_yn,p_parking_yn,p_dollar_assent,p_card_recharge,p_subway_yn,stb_store_file_renew,stb_store_theme_renew,stb_store_time_renew,stb_store_lsm,s_code,s_name,tel,dlvry_call_cntr_phno,fax,sido_code,sido_name,gugun_code,gugun_name,addr,park_info,new_state,theme_state,new_bool,search_text,ins_lat,ins_lng,in_distance,out_distance,all_search_cnt,addr_search_cnt,store_search_cnt,rowCount,store_nm,store_cd,s_biz_code,new_icon,set_user,favorites,map_desc,notice,defaultimage,etcimage,in_biz_cd,in_store_cd,in_favorites,in_user_id,in_biz_cds,in_biz_arr,in_biz_arrdata,in_scodes,in_scode_arr,in_scode_arrdata,disp,set_date,hlytag,hlytag_msg,vSal,istart,iend,open_dt,gold_card,ip_lat,ip_long,espresso,new_store,premiere_food,doro_address,cold_blew,my_siren_order_store_yn,whcroad_yn,skuNo,skuName,skuImgUrl,stock_count,store_area_name,store_area_code,is_open,ev_open_yn,option,gift_stock_yn,lat,lot,t20,t04,t03,t01,t12,t09,t06,t10,p10,p50,p20,p60,p30,p70,p40,p80,t22,t21,p90,p01,t05,t30,t36,t27,t29,t43,t48,z9999,t64,t66,p02
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1754,상일동역,1522-3232,,--,01,서울,0120,강동구,서울특별시 강동구 고덕동 210-1 고덕센트럴푸르지오,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@@@T36@T52@T56@T57@T64@T65@T69@P80@P90,0,,,,0,16.96,-1,-1,-1,30,,0,4003,N,,0,,,/upload/store/2021/01/[4003]_20210113050809_5wec8.jpg,,,,,,0,,,0,,,,,,,,1,60,20210115,0,,,,,,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)",,N,WHCROAD,,,,0,,A01,,,,,37.55756654027894,127.17076356349716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1682,천호사거리,1522-3232,,02-471-3925,01,서울,0120,강동구,서울특별시 강동구 천호동 431-4 예경빌딩,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@@@T36@T43@T52@T56@T57@T64@T65@T69@T71@P80@P90,0,,,,0,13.12,-1,-1,-1,30,,0,3924,N,,0,,,/upload/store/2021/03/[3924]_20210306122414_3x0gz.jpg,,,,,,0,,,0,,,,,,,,1,60,20200730,0,,,,,,서울특별시 강동구 올림픽로 651 (천호동),,N,WHCROAD,,,,0,,A01,,,,,37.539702,127.123542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2466,강동그란츠,1522-3232,,--,01,서울,0120,강동구,"서울특별시 강동구 성내동 15 근생 1-6, 1-7",,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@T43@T51@T56@T57@@T65@@T69@@T71@P70@P80,0,,,,0,13.63,-1,-1,-1,30,,0,4697,N,,0,,,/upload/store/2025/09/4697_20250918032023_l1wkl.jpg,,,,,,0,,,0,,,,,,,,1,60,20250919,0,,,,,,"서울특별시 강동구 천호대로 1050 (성내동) 근생 1-6, 1-7",,N,,,,,0,,A01,,,,,37.536825,127.12861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2015,강일역,1522-3232,,--,01,서울,0120,강동구,"서울특별시 강동구 강일동 723, 1층",,,T05@T08@T16@T17@T20@T21@T30@T32@T34@@T36@T43@T51@T52@@T56@T57@T65@T69@T71@P80@P90@T09,0,,,,0,17.21,-1,-1,-1,30,,0,4342,N,,0,,,/upload/store/2022/07/[4342]_20220731045149_6730x.jpg,,,,,,0,,,0,,,,,,,,1,60,20220802,0,,,,,,"서울특별시 강동구 고덕로 429 (강일동), 1층",,N,WHCROAD,,,,0,,A01,,,,,37.55747468801038,127.17351070838722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1843,올림픽공원북2문,1522-3232,,02-474-4109,01,서울,0120,강동구,서울특별시 강동구 성내동 448-8 다성빌딩 1층,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@@T51@T52@T56@T57@T64@T65@T69,0,,,,0,14.05,-1,-1,-1,30,,0,4108,N,,0,,,/upload/store/2022/05/[4108]_20220519093926_n7eet.jpg,,,,,,0,,,0,,,,,,,,1,60,20210805,0,,,,,,서울특별시 강동구 강동대로 199 (성내동),,N,WHCROAD,,,,0,,A01,,,,,37.5241832,127.1286775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2467,둔촌포레온스테이션5,1522-3232,,--,01,서울,0120,강동구,"서울특별시 강동구 둔촌동 170-1 포레온스테이션5 1063, 1064",,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@T43@T56@T57@T65@T71@T74,0,,,,0,14.63,-1,-1,-1,30,,0,4698,N,,0,,,/upload/store/2025/09/4698_20250925043013_8j4d6.jpg,,,,,,0,,,0,,,,,,,,1,60,20250926,0,,,,,,"서울특별시 강동구 양재대로 1360 (둔촌동) 포레온스테이션5 1063, 1064",,N,,,,,0,,A01,,,,,37.52670891095929,127.13667223334721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2358,암사역,1522-3232,,--,01,서울,0120,강동구,서울특별시 강동구 암사동 501 암사역,,,T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@T43@T51@T52@@T56@T57@T63@T65@T69@T71@P80@P90@T09,0,,,,0,13.29,-1,-1,-1,30,,0,4570,N,,0,,,/upload/store/2024/12/[4570]_20241219045943_0uyjl.jpg,,,,,,0,,,0,,,,,,,,1,60,20241220,0,,,,,,서울특별시 강동구 올림픽로 786 (암사동),,N,,,,,0,,A01,,,,,37.55128201526835,127.1281050846303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2392,이케아강동,1522-3232,,--,01,서울,0120,강동구,서울특별시 강동구 고덕동 353-23,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@T43@T51@T52@T56@T57@T63@T64@T65@T69@T71@T09,0,,,,0,15.77,-1,-1,-1,30,,0,4556,N,,0,,,/upload/store/2025/04/4556_20250417112257_d0jh6.jpg,,,,,,0,,,0,,,,,,,,1,60,20250417,0,,,,,,서울특별시 강동구 고덕비즈밸리로 51 (고덕동),,N,WHCROAD,,,,0,,A01,,,,,37.5662615261099,127.157531058814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2307,강동강일,1522-3232,,--,01,서울,0120,강동구,서울특별시 강동구 강일동 75-12 경서프라자,,,T05@T08@T16@T17@T20@T21@T30@T32@T34@T43@T51@T56@T57@@T65@T69@T71@T09,0,,,,0,17.31,-1,-1,-1,30,,0,4560,N,,0,,,/upload/store/2024/08/[4560]_20240821044815_xn7pc.jpg,,,,,,0,,,0,,,,,,,,1,60,20240822,0,,,,,,서울특별시 강동구 아리수로93나길 54 (강일동),,N,WHCROAD,,,,0,,A01,,,,,37.57219483916046,127.17494002529294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1700,천호대로길동,1522-3232,,02-470-3949,01,서울,0120,강동구,서울특별시 강동구 길동 457-4 서울특별시 강동구 천호대로 1131 (길동),,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@@@T36@T52@T56@T57@T64@T65@T69@P90,0,,,,0,14.43,-1,-1,-1,30,,0,3949,N,,0,,,/upload/store/2020/10/[3949]_20201008084919_othvk.jpg,,,,,,0,,,0,,,,,,,,1,60,20201008,0,,,,,,서울특별시 강동구 천호대로 1131 거산 유팰리스,,N,WHCROAD,,,,0,,A01,,,,,37.534651,127.137210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1182,구로디지털타워,1522-3232,,02-2103-5089,01,서울,0121,구로구,서울특별시 구로구 구로동 222-7 코오롱디지털타워빌란트 101호,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@@@T52@T57@T64@T65@T69@P80@P90@T09,0,,,,0,11.74,-1,-1,-1,30,,0,3396,N,,0,,,/upload/store/2017/08/[3396]_20170822082220_nwsfu.jpg,,,,,,0,,,0,,,,,,,,1,60,20170308,0,,,,,,서울특별시 구로구 디지털로32길 30 (구로동),,N,WHCROAD,,,,0,,A01,,,,,37.483472189,126.896856737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,787,오류동역,1522-3232,,02-2687-8775,01,서울,0121,구로구,서울특별시 구로구 오류동 55-50,,Y,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@@T36@T43@T51@T52@@T56@T57@T65@T69@T71@P80@P90,0,,,,0,14.17,-1,-1,-1,30,,0,9975,N,,0,,,/upload/store/2023/03/[9975]_20230308081120_cyp57.jpg,,,,,,0,,,0,,,,,,,,1,60,20140610,0,,,,,,서울특별시 구로구 경인로 216 (오류동),,N,WHCROAD,,,,0,,A01,,,,,37.4962155,126.8448614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,657,구로디지털로,1522-3232,,--,01,서울,0121,구로구,서울특별시 구로구 구로동 191-7번지 에이스테크노타워8차 1층,,Y,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T36@@T43@T51@T52@@T56@T57@T64@T65@T69@T71@P80@P90@T09,0,,,,0,11.6,-1,-1,-1,30,,0,9855,N,,0,,,/upload/store/2024/10/[9855]_20241007024651_05f63.jpg,,,,,,0,,,0,,,,,,,,1,60,20130827,0,,,,,,"서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)",,N,WHCROAD,,,,0,,A01,,,,,37.485699173,126.895991532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,28,구로에이스,1522-3232,,02-865-1961,01,서울,0121,구로구,서울특별시 구로구 구로동 212-1 에이스트윈타워1 103호,,N,T05@T08@T16@T17@T20@T21@T30@T32@T36@@T43@T52@@T57@T64@T65@T69@T71@P80@P90@T09,0,,,,0,11.8,-1,-1,-1,30,,0,9361,N,,0,,,/upload/store/2020/05/[9361]_20200513035527_pbkn6.jpg,,,,,,0,,,0,,,,,,,,1,60,20060516,0,,,,,,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)",,N,WHCROAD,,,,0,,A01,,,,,37.484233766,126.894560454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,333,구로하이엔드,1522-3232,,02-856-8340,01,서울,0121,구로구,서울특별시 구로구 구로동 235-2 에이스하이엔드타워 103호,,N,T05@T08@T16@T17@T20@T21@T30@T32@T34@@T36@T51@T52@T57@T64@T65@T69@P90@T09,0,,,,0,12.11,-1,-1,-1,30,,0,9540,N,,0,,,/upload/store/2024/01/[9540]_20240115095209_qutss.jpg,,,,,,0,,,0,,,,,,,,1,60,20100819,0,,,,,,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)",,N,WHCROAD,,,,0,,A01,,,,,37.481618,126.893136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,568,포포인츠구로,1522-3232,,02-858-9555,01,서울,0121,구로구,서울특별시 구로구 구로동 1128-1 포포인츠바이쉐라톤 구로 1층,,Y,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@@T43@T52@T57@T64@T65@T69@T71@P80@P90,0,,,,0,11.67,-1,-1,-1,30,,0,9755,N,,0,,,/upload/store/2020/04/[9755]_20200425015723_krhk6.jpg,,,,,,0,,,0,,,,,,,,1,60,20121126,0,,,,,,"서울특별시 구로구 디지털로32길 72, 포포인츠바이쉐라톤 구로 1층 (구로동)",,N,WHCROAD,,,,0,,A01,,,,,37.4831293,126.89885909999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2433,신도림센터포인트,1522-3232,,--,01,서울,0121,구로구,"서울특별시 구로구 구로동 3-25 신도림테크노마트웨스트 지하1층 오01호, 오02호",,,Z9999@T05@T08@T16@T17@T20@T30@T32@T34@T36@T51@T56@T57@@T64@T65@T69@P80@T09,0,,,,0,10.19,-1,-1,-1,30,,0,4679,N,,0,,,/upload/store/2025/08/4679_20250819090442_kbulq.jpg,,,,,,0,,,0,,,,,,,,1,60,20250820,0,,,,,,"서울특별시 구로구 새말로 97 (구로동)신도림센터포인트웨스트 지하1층 오01호, 오02호",,N,WHCROAD,,,,0,,A01,,,,,37.5077416944406,126.89035113542972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1868,구로고척,1522-3232,,02-2611-3995,01,서울,0121,구로구,서울특별시 구로구 고척동 72-59 외 6필지,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@@T36@T51@T52@T56@T57@T65@T69@P70@P90@T09,0,,,,0,12.8,-1,-1,-1,30,,0,3994,N,,0,,,/upload/store/2021/09/[3994]_20210914024946_eibl0.jpg,,,,,,0,,,0,,,,,,,,1,60,20210909,0,,,,,,서울특별시 구로구 경인로 387 (고척동),,N,WHCROAD,,,,0,,A01,,,,,37.49706,126.86315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1690,구로NC,1522-3232,,02-6923-2158,01,서울,0121,구로구,서울특별시 구로구 구로동 573 구로NC,,,Z9999@T05@T08@T16@T17@T20@T30@T32@T34@@@T43@T52@@T56@T57@T64@T65@T69@T71@P40@P80@P90@T09,0,,,,0,11.16,-1,-1,-1,30,,0,3905,N,,0,,,/upload/store/2020/09/[3905]_20200906050448_t74te.jpg,,,,,,0,,,0,,,,,,,,1,60,20200907,0,,,,,,서울특별시 구로구 구로중앙로 152 (구로동) 구로NC,,N,,,,,0,,A01,,,,,37.501219,126.882798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2036,구로오류DT,1522-3232,,02-2060-4136,01,서울,0121,구로구,서울특별시 구로구 오류동 271,,,Z9999@T01@T05@T08@T16@T17@T20@T30@T32@T34@@T36@T51@T52@T56@T57@T65@T69@P90@T09,0,,,,0,15.43,-1,-1,-1,30,,0,4135,N,,0,,,/upload/store/2022/10/[4135]_20221006061844_oyvf9.jpg,,,,,,0,,,0,,,,,,,,1,60,20221007,0,,,,,,서울특별시 구로구 서해안로 2233 (오류동),,N,WHCROAD,,,,0,,A01,,,,,37.4881292318832,126.834491889841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1996,구로구청,1522-3232,,02-865-4303,01,서울,0121,구로구,"서울특별시 구로구 구로동 81-1, 81-2,81-,3 스페스큐브, B101호",,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@@T43@T51@T52@@T56@T57@T65@T69@T71@P70@P90,0,,,,0,11.46,-1,-1,-1,30,,0,4302,N,,0,,,/upload/store/2024/08/[4302]_20240831092930_24bkg.jpg,,,,,,0,,,0,,,,,,,,1,60,20220630,0,,,,,,"서울특별시 구로구 가마산로 232 (구로동, 스페스큐브), B101호",,N,,,,,0,,A01,,,,,37.49395067031256,126.88676120707717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2081,고척아이파크,1522-3232,,02-2612-4376,01,서울,0121,구로구,"서울특별시 구로구 고척동 100-7 고척아이파크, 1층 D-101호",,,Z9999@T05@T08@T16@T17@T20@T30@T32@T34@@T43@T51@T52@@T56@T57@T64@T65@T69@T71@P40@P90@T09,0,,,,0,13,-1,-1,-1,30,,0,4375,N,,0,,,/upload/store/2023/01/[4375]_20230118103716_lds0z.jpg,,,,,,0,,,0,,,,,,,,1,60,20230119,0,,,,,,"서울특별시 구로구 경인로43길 49 (고척동, 고척아이파크), 1층 D-101호",,N,,,,,0,,A01,,,,,37.49930562934076,126.8582208923581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2290,신도림힐스테이트,1522-3232,,02-2635-4547,01,서울,0121,구로구,서울특별시 구로구 신도림동 433-24 힐스테이트 신도림역 센트럴,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@T43@T51@T52@T56@T57@T65@T69@T71@T09,0,,,,0,10.64,-1,-1,-1,30,,0,4546,N,,0,,,/upload/store/2024/06/[4546]_20240624062523_ivjty.jpg,,,,,,0,,,0,,,,,,,,1,60,20240627,0,,,,,,서울특별시 구로구 경인로 625 (신도림동),,N,WHCROAD,,,,0,,A01,,,,,37.506860026202624,126.88463805193277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1203,답십리역,1522-3232,,02-2245-3418,01,서울,0122,동대문구,서울특별시 동대문구 답십리동 497-67,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@@@T43@T52@@T56@T57@T64@T65@T69@T71@P80@P90,0,,,,0,6.39,-1,-1,-1,30,,0,3417,N,,0,,,/upload/store/2026/01/3417_20260108032909_lf7k3.jpg,,,,,,0,,,0,,,,,,,,1,60,20170411,0,,,,,,서울특별시 동대문구 천호대로 263 (답십리동),,N,WHCROAD,,,,0,,A01,,,,,37.568466,127.051106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1226,경희대삼거리,1522-3232,,02-959-3392,01,서울,0122,동대문구,서울특별시 동대문구 회기동 60-40,,,T05@T08@T16@T17@T20@T21@T30@T32@@@@T36@T43@T52@@T56@T57@T65@T69@T71@P20,0,,,,0,7.03,-1,-1,-1,30,,0,3391,N,,0,,,/upload/store/2017/08/[3391]_20170806013240_i1i5o.JPG,,,,,,0,,,0,,,,,,,,1,60,20170523,0,,,,,,서울특별시 동대문구 회기로 141 (회기동),,N,WHCROAD,,,,0,,A01,,,,,37.591531,127.052017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,952,신설동역,1522-3232,,02-922-8942,01,서울,0122,동대문구,서울특별시 동대문구 신설동 76-10,,Y,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@@T36@@@T52@T56@T57@T64@T65@T69@P80,0,,,,0,4.28,-1,-1,-1,30,,0,3142,N,,0,,,/upload/store/2021/02/[3142]_20210206044929_np2pq.jpg,,,,,,0,,,0,,,,,,,,1,60,20150722,0,,,,,,서울특별시 동대문구 왕산로 19 (신설동),,N,WHCROAD,,,,0,,A01,,,,,37.5767228,127.0255446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,784,회기역사거리,1522-3232,,02-966-8767,01,서울,0122,동대문구,"서울특별시 동대문구 회기동 346-18, 36",,Y,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T36@@@@T43@T52@@T56@T57@T65@T69@T71@P20@P80@P90@T09,0,,,,0,7.33,-1,-1,-1,30,,0,9967,N,,0,,,/upload/store/2015/07/[9967]_20150730152724876.jpg,,,,,,0,,,0,,,,,,,,1,60,20140528,0,,,,,,서울특별시 동대문구 이문로 37 (회기동),,N,WHCROAD,,,,0,,A01,,,,,37.590784,127.056098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,485,장한평역,1522-3232,,02-3394-8475,01,서울,0122,동대문구,서울특별시 동대문구 장안동 433-7,,Y,Z9999@T05@T08@@T16@T17@T20@@T30@T32@T34@@T36@@@T43@T51@T52@T55@@T56@T57@T63@T64@T65@T69@T71@P80@P90,0,,,,0,7.67,-1,-1,-1,30,,0,9675,N,,0,,,/upload/store/2025/04/9675_20250429052038_b1l58.jpg,,,,,,0,,,0,,,,,,,,1,60,20120227,0,,,,,,서울특별시 동대문구 장한로 10 (장안동),,N,WHCROAD,,,,0,,A01,,,,,37.562337,127.065511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,345,경희대,1522-3232,,02-969-8351,01,서울,0122,동대문구,서울특별시 동대문구 회기동 16-41 지하1층~지상3층,,N,T05@T08@T16@T17@T20@T21@T30@T32@T34@@@@T36@T43@T52@@T56@T57@T64@T65@T69@T71@P20@P90,0,,,,0,7.15,-1,-1,-1,30,,0,9551,N,,0,,,/upload/store/2023/02/[9551]_20230213095342_uq2t5.jpg,,,,,,0,,,0,,,,,,,,1,60,20100930,0,,,,,,서울특별시 동대문구 경희대로 16-1 (회기동),,N,,,,,0,,A01,,,,,37.5928812,127.05280849999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2219,청량리역롯데캐슬스카이,1522-3232,,02-960-4509,01,서울,0122,동대문구,서울특별시 동대문구 전농동 620-47 청량리역 롯데캐슬 SKY-L65,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@T51@T52@T56@T57@T65@T69,0,,,,0,6.04,-1,-1,-1,30,,0,4508,N,,0,,,/upload/store/2023/12/[4508]_20231218094010_4fxf8.jpg,,,,,,0,,,0,,,,,,,,1,60,20231219,0,,,,,,"서울특별시 동대문구 답십리로 27 (전농동, 청량리역 롯데캐슬 SKY-L65)",,N,WHCROAD,,,,0,,A01,,,,,37.579249267,127.045331071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2386,경희의료원,1522-3232,,--,01,서울,0122,동대문구,서울특별시 동대문구 회기동 1-5 경희의료원,,,T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@T51@T56@@T64@T65@T69@T74@P70,0,,,,0,7.11,-1,-1,-1,30,,0,4645,N,,0,,,/upload/store/2025/10/4645_20251008022723_uxgbi.JPG,,,,,,0,,,0,,,,,,,,1,60,20250228,0,,,,,,서울특별시 동대문구 경희대로 23 (회기동),,N,,,,,0,,A01,,,,,37.5935445,127.052009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2070,경동1960,1522-3232,,02-3295-4314,01,서울,0122,동대문구,서울특별시 동대문구 제기동 1036경동시장 3~4층,,,Z9999@T05@@T08@T12@T16@T17@T20@T30@T32@T34@T36@@T47@T51@T52@T56@T57@T69@P90,0,,,,0,5.48,-1,-1,-1,30,,0,4313,N,,0,,,/upload/store/2022/12/[4313]_20221214082356_ux6nm.jpg,,,,,,0,,,0,,,,,,,,1,60,20221216,0,,,,,,서울특별시 동대문구 고산자로36길 3 (제기동),,N,,,,,0,,A01,,,,,37.5796141021494,127.038684963773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2340,사이버한국외대,1522-3232,,--,01,서울,0122,동대문구,서울특별시 동대문구 이문동 288-50,,,T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@T43@T51@T52@T56@T57@@T65@T69@T71@P20,0,,,,0,7.93,-1,-1,-1,30,,0,4520,N,,0,,,/upload/store/2024/10/[4520]_20241029024115_qg2q9.jpg,,,,,,0,,,0,,,,,,,,1,60,20241029,0,,,,,,서울특별시 동대문구 휘경로 6 (이문동),,N,WHCROAD,,,,0,,A01,,,,,37.5960508006499,127.060761238087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1797,청량리역사,1522-3232,,02-3295-4079,01,서울,0122,동대문구,서울특별시 동대문구 전농동 588-1 청량리역사 Connect Place 6층,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@@T52@T56@T57@T64@T65@T69@P60@P80@T09,0,,,,0,6.35,-1,-1,-1,30,,0,4078,N,,0,,,/upload/store/2021/04/[4078]_20210421062235_5z31m.jpg,,,,,,0,,,0,,,,,,,,1,60,20210422,0,,,,,,서울특별시 동대문구 왕산로 214 (전농동) 청량리역사 Connect Place6층,,N,WHCROAD,,,,0,,A01,,,,,37.580565324,127.048564845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
